date,family,sales,dcoilwtico,est_ferie,day_of_week,month
2014-11-20,CLEANING,42982.0,75.63,0,3,11
2014-11-21,CLEANING,45339.0,76.52,0,4,11
2014-11-22,CLEANING,62191.0,76.25999999999999,0,5,11
2014-11-23,CLEANING,70033.0,76.0,0,6,11
2014-11-24,CLEANING,48767.0,75.74,0,0,11
2014-11-25,CLEANING,43192.0,74.04,0,1,11
2014-11-26,CLEANING,43908.0,73.7,0,2,11
2014-11-27,CLEANING,37851.0,69.82,0,3,11
2014-11-28,CLEANING,46312.0,65.94,0,4,11
2014-11-29,CLEANING,73109.0,66.95333333333333,0,5,11
2014-11-30,CLEANING,85406.0,67.96666666666667,0,6,11
2014-12-01,CLEANING,70046.0,68.98,0,0,12
2014-12-02,CLEANING,64245.0,66.99,0,1,12
2014-12-03,CLEANING,59426.0,67.3,0,2,12
2014-12-04,CLEANING,50052.0,66.73,0,3,12
2014-12-05,CLEANING,51793.0,65.89,0,4,12
2014-12-06,CLEANING,72223.0,64.97,0,5,12
2014-12-07,CLEANING,85468.0,64.05,0,6,12
2014-12-08,CLEANING,60012.0,63.13,0,0,12
2014-12-09,CLEANING,52897.0,63.74,0,1,12
2014-12-10,CLEANING,50298.0,60.99,0,2,12
2014-12-11,CLEANING,45971.0,60.01,0,3,12
2014-12-12,CLEANING,51059.0,57.81,0,4,12
2014-12-13,CLEANING,73449.0,57.193333333333335,0,5,12
2014-12-14,CLEANING,81535.0,56.57666666666667,0,6,12
2014-12-15,CLEANING,61300.0,55.96,0,0,12
2014-12-16,CLEANING,59194.0,55.97,0,1,12
2014-12-17,CLEANING,57905.0,56.43,0,2,12
2014-12-18,CLEANING,54233.0,54.18,0,3,12
2014-12-19,CLEANING,56820.0,56.91,0,4,12
2014-12-20,CLEANING,76120.0,56.35666666666666,0,5,12
2014-12-21,CLEANING,88598.0,55.803333333333335,0,6,12
2014-12-22,CLEANING,78278.0,55.25,0,0,12
2014-12-23,CLEANING,75249.0,56.78,0,1,12
2014-12-24,CLEANING,70859.0,55.7,0,2,12
2014-12-26,CLEANING,79434.0,54.59,0,4,12
2014-12-27,CLEANING,69655.0,54.21333333333334,0,5,12
2014-12-28,CLEANING,69081.0,53.836666666666666,0,6,12
2014-12-29,CLEANING,71445.0,53.46,0,0,12
2014-12-30,CLEANING,80275.0,54.14,0,1,12
2014-12-31,CLEANING,64136.0,53.45,0,2,12
2015-01-01,CLEANING,850.0,53.085,1,3,1
2015-01-02,CLEANING,83431.0,52.72,0,4,1
2015-01-03,CLEANING,83648.0,51.83,0,5,1
2015-01-04,CLEANING,92456.0,50.94,0,6,1
2015-01-05,CLEANING,76070.0,50.05,0,0,1
2015-01-06,CLEANING,64458.0,47.98,0,1,1
2015-01-07,CLEANING,66519.0,48.69,0,2,1
2015-01-08,CLEANING,54471.0,48.8,0,3,1
2015-01-09,CLEANING,55107.0,48.35,0,4,1
2015-01-10,CLEANING,71678.0,47.586666666666666,0,5,1
2015-01-11,CLEANING,84508.0,46.82333333333334,0,6,1
2015-01-12,CLEANING,56290.0,46.06,0,0,1
2015-01-13,CLEANING,49542.0,45.92,0,1,1
2015-01-14,CLEANING,49866.0,48.49,0,2,1
2015-01-15,CLEANING,45902.0,46.37,0,3,1
2015-01-16,CLEANING,51070.0,48.49,0,4,1
2015-01-17,CLEANING,75768.0,48.065,0,5,1
2015-01-18,CLEANING,82189.0,47.64,0,6,1
2015-01-19,CLEANING,56154.0,47.215,0,0,1
2015-01-20,CLEANING,52908.0,46.79,0,1,1
2015-01-21,CLEANING,52772.0,47.85,0,2,1
2015-01-22,CLEANING,44083.0,45.93,0,3,1
2015-01-23,CLEANING,48883.0,45.26,0,4,1
2015-01-24,CLEANING,70036.0,45.10666666666666,0,5,1
2015-01-25,CLEANING,74457.0,44.95333333333333,0,6,1
2015-01-26,CLEANING,49507.0,44.8,0,0,1
2015-01-27,CLEANING,44389.0,45.84,0,1,1
2015-01-28,CLEANING,45658.0,44.08,0,2,1
2015-01-29,CLEANING,41342.0,44.12,0,3,1
2015-01-30,CLEANING,51327.0,47.79,0,4,1
2015-01-31,CLEANING,83815.0,48.276666666666664,0,5,1
2015-02-01,CLEANING,104270.0,48.763333333333335,0,6,2
2015-02-02,CLEANING,71465.0,49.25,0,0,2
2015-02-03,CLEANING,63184.0,53.04,0,1,2
2015-02-04,CLEANING,59892.0,48.45,0,2,2
2015-02-05,CLEANING,53060.0,50.48,0,3,2
2015-02-06,CLEANING,54061.0,51.66,0,4,2
2015-02-07,CLEANING,75295.0,52.10333333333333,0,5,2
2015-02-08,CLEANING,79235.0,52.54666666666667,0,6,2
2015-02-09,CLEANING,61157.0,52.99,0,0,2
2015-02-10,CLEANING,51652.0,50.06,0,1,2
2015-02-11,CLEANING,49744.0,48.8,0,2,2
2015-02-12,CLEANING,46158.0,51.17,0,3,2
2015-02-13,CLEANING,55521.0,52.66,0,4,2
2015-02-14,CLEANING,66387.0,52.885,0,5,2
2015-02-15,CLEANING,52579.0,53.11,0,6,2
2015-02-16,CLEANING,48326.0,53.335,1,0,2
2015-02-17,CLEANING,57751.0,53.56,1,1,2
2015-02-18,CLEANING,63633.0,52.13,0,2,2
2015-02-19,CLEANING,55577.0,51.12,0,3,2
2015-02-20,CLEANING,58301.0,49.95,0,4,2
2015-02-21,CLEANING,68013.0,49.82,0,5,2
2015-02-22,CLEANING,81730.0,49.690000000000005,0,6,2
2015-02-23,CLEANING,55212.0,49.56,0,0,2
2015-02-24,CLEANING,50531.0,48.48,0,1,2
2015-02-25,CLEANING,48954.0,50.25,0,2,2
2015-02-26,CLEANING,43519.0,47.65,0,3,2
2015-02-27,CLEANING,51254.0,49.84,0,4,2
2015-02-28,CLEANING,78740.0,49.75666666666667,0,5,2
2015-03-01,CLEANING,102601.0,49.67333333333334,0,6,3
2015-03-02,CLEANING,70656.0,49.59,0,0,3
2015-03-03,CLEANING,64683.0,50.43,0,1,3
2015-03-04,CLEANING,61480.0,51.53,0,2,3
2015-03-05,CLEANING,52506.0,50.76,0,3,3
2015-03-06,CLEANING,53195.0,49.61,0,4,3
2015-03-07,CLEANING,78275.0,49.723333333333336,0,5,3
2015-03-08,CLEANING,76246.0,49.836666666666666,0,6,3
2015-03-09,CLEANING,58185.0,49.95,0,0,3
2015-03-10,CLEANING,56199.0,48.42,0,1,3
2015-03-11,CLEANING,51913.0,48.06,0,2,3
2015-03-12,CLEANING,44887.0,47.12,0,3,3
2015-03-13,CLEANING,48508.0,44.88,0,4,3
2015-03-14,CLEANING,71586.0,44.56333333333333,0,5,3
2015-03-15,CLEANING,76968.0,44.24666666666667,0,6,3
2015-03-16,CLEANING,57139.0,43.93,0,0,3
2015-03-17,CLEANING,50201.0,43.39,0,1,3
2015-03-18,CLEANING,46595.0,44.63,0,2,3
2015-03-19,CLEANING,44219.0,44.02,0,3,3
2015-03-20,CLEANING,54887.0,46.0,0,4,3
2015-03-21,CLEANING,72072.0,46.46666666666667,0,5,3
2015-03-22,CLEANING,75309.0,46.93333333333333,0,6,3
2015-03-23,CLEANING,55696.0,47.4,0,0,3
2015-03-24,CLEANING,49097.0,47.03,0,1,3
2015-03-25,CLEANING,49392.0,48.75,0,2,3
2015-03-26,CLEANING,41913.0,51.41,0,3,3
2015-03-27,CLEANING,48605.0,48.83,0,4,3
2015-03-28,CLEANING,68567.0,48.77333333333333,0,5,3
2015-03-29,CLEANING,76081.0,48.71666666666666,0,6,3
2015-03-30,CLEANING,53716.0,48.66,0,0,3
2015-03-31,CLEANING,55313.0,47.72,0,1,3
2015-04-01,CLEANING,70444.0,50.12,0,2,4
2015-04-02,CLEANING,63257.0,49.13,0,3,4
2015-04-03,CLEANING,56894.0,49.8675,1,4,4
2015-04-04,CLEANING,82407.0,50.605000000000004,0,5,4
2015-04-05,CLEANING,81060.0,51.3425,0,6,4
2015-04-06,CLEANING,66976.0,52.08,0,0,4
2015-04-07,CLEANING,59445.0,53.95,0,1,4
2015-04-08,CLEANING,57456.0,50.44,0,2,4
2015-04-09,CLEANING,51981.0,50.79,0,3,4
2015-04-10,CLEANING,52743.0,51.63,0,4,4
2015-04-11,CLEANING,78630.0,51.73666666666667,0,5,4
2015-04-12,CLEANING,78943.0,51.843333333333334,0,6,4
2015-04-13,CLEANING,58533.0,51.95,0,0,4
2015-04-14,CLEANING,51107.0,53.3,0,1,4
2015-04-15,CLEANING,54704.0,56.25,0,2,4
2015-04-16,CLEANING,52113.0,56.69,0,3,4
2015-04-17,CLEANING,53550.0,55.71,0,4,4
2015-04-18,CLEANING,74326.0,55.93,0,5,4
2015-04-19,CLEANING,80001.0,56.15,0,6,4
2015-04-20,CLEANING,62819.0,56.37,0,0,4
2015-04-21,CLEANING,53220.0,55.58,0,1,4
2015-04-22,CLEANING,52446.0,56.17,0,2,4
2015-04-23,CLEANING,48841.0,56.59,0,3,4
2015-04-24,CLEANING,49537.0,55.98,0,4,4
2015-04-25,CLEANING,67603.0,55.839999999999996,0,5,4
2015-04-26,CLEANING,72825.0,55.7,0,6,4
2015-04-27,CLEANING,54311.0,55.56,0,0,4
2015-04-28,CLEANING,45626.0,57.05,0,1,4
2015-04-29,CLEANING,49292.0,58.55,0,2,4
2015-04-30,CLEANING,49337.0,59.62,0,3,4
2015-05-01,CLEANING,77448.0,59.1,1,4,5
2015-05-02,CLEANING,84990.0,59.04,0,5,5
2015-05-03,CLEANING,87786.0,58.980000000000004,0,6,5
2015-05-04,CLEANING,65879.0,58.92,0,0,5
2015-05-05,CLEANING,61733.0,60.38,0,1,5
2015-05-06,CLEANING,59676.0,60.93,0,2,5
2015-05-07,CLEANING,49633.0,58.99,0,3,5
2015-05-08,CLEANING,50705.0,59.41,0,4,5
2015-05-09,CLEANING,72681.0,59.349999999999994,0,5,5
2015-05-10,CLEANING,55371.0,59.29,0,6,5
2015-05-11,CLEANING,57848.0,59.23,0,0,5
2015-05-12,CLEANING,49852.0,60.72,0,1,5
2015-05-13,CLEANING,49440.0,60.5,0,2,5
2015-05-14,CLEANING,43063.0,59.89,0,3,5
2015-05-15,CLEANING,51081.0,59.73,0,4,5
2015-05-16,CLEANING,78701.0,59.63333333333333,0,5,5
2015-05-17,CLEANING,85704.0,59.53666666666666,0,6,5
2015-05-18,CLEANING,55042.0,59.44,0,0,5
2015-05-19,CLEANING,49329.0,57.3,0,1,5
2015-05-20,CLEANING,53446.0,58.96,0,2,5
2015-05-21,CLEANING,44828.0,60.18,0,3,5
2015-05-22,CLEANING,48824.0,58.88,0,4,5
2015-05-23,CLEANING,71061.0,58.4825,0,5,5
2015-05-24,CLEANING,77979.0,58.085,1,6,5
2015-05-25,CLEANING,52687.0,57.6875,0,0,5
2015-05-26,CLEANING,46002.0,57.29,0,1,5
2015-05-27,CLEANING,47368.0,57.51,0,2,5
2015-05-28,CLEANING,40981.0,57.69,0,3,5
2015-05-29,CLEANING,55249.0,60.25,0,4,5
2015-05-30,CLEANING,89702.0,60.24666666666667,0,5,5
2015-05-31,CLEANING,100616.0,60.24333333333333,0,6,5
2015-06-01,CLEANING,72717.0,60.24,0,0,6
2015-06-02,CLEANING,68817.0,61.3,0,1,6
2015-06-03,CLEANING,64431.0,59.67,0,2,6
2015-06-04,CLEANING,53181.0,58.0,0,3,6
2015-06-05,CLEANING,55756.0,59.11,0,4,6
2015-06-06,CLEANING,76457.0,58.79,0,5,6
2015-06-07,CLEANING,88438.0,58.47,0,6,6
2015-06-08,CLEANING,58519.0,58.15,0,0,6
2015-06-09,CLEANING,52146.0,60.15,0,1,6
2015-06-10,CLEANING,49790.0,61.36,0,2,6
2015-06-11,CLEANING,41538.0,60.74,0,3,6
2015-06-12,CLEANING,48168.0,59.96,0,4,6
2015-06-13,CLEANING,68371.0,59.81666666666667,0,5,6
2015-06-14,CLEANING,74909.0,59.67333333333333,0,6,6
2015-06-15,CLEANING,53813.0,59.53,0,0,6
2015-06-16,CLEANING,55445.0,60.01,0,1,6
2015-06-17,CLEANING,51944.0,59.89,0,2,6
2015-06-18,CLEANING,44993.0,60.41,0,3,6
2015-06-19,CLEANING,49266.0,59.62,0,4,6
2015-06-20,CLEANING,71082.0,59.75,0,5,6
2015-06-21,CLEANING,59052.0,59.879999999999995,0,6,6
2015-06-22,CLEANING,58569.0,60.01,0,0,6
2015-06-23,CLEANING,52474.0,61.05,0,1,6
2015-06-24,CLEANING,49276.0,60.01,0,2,6
2015-06-25,CLEANING,41829.0,59.59,0,3,6
2015-06-26,CLEANING,46224.0,59.41,0,4,6
2015-06-27,CLEANING,68854.0,59.053333333333335,0,5,6
2015-06-28,CLEANING,78103.0,58.696666666666665,0,6,6
2015-06-29,CLEANING,52166.0,58.34,0,0,6
2015-06-30,CLEANING,59617.0,59.48,0,1,6
2015-07-01,CLEANING,76262.0,56.94,0,2,7
2015-07-02,CLEANING,64136.0,56.93,0,3,7
2015-07-03,CLEANING,64655.0,55.817499999999995,0,4,7
2015-07-04,CLEANING,88700.0,54.705,0,5,7
2015-07-05,CLEANING,85002.0,53.5925,0,6,7
2015-07-06,CLEANING,65921.0,52.48,0,0,7
2015-07-07,CLEANING,57457.0,52.33,0,1,7
2015-07-08,CLEANING,58798.0,51.61,0,2,7
2015-07-09,CLEANING,50760.0,52.76,0,3,7
2015-07-10,CLEANING,51637.0,52.74,0,4,7
2015-07-11,CLEANING,65218.0,52.556666666666665,0,5,7
2015-07-12,CLEANING,73446.0,52.373333333333335,0,6,7
2015-07-13,CLEANING,54337.0,52.19,0,0,7
2015-07-14,CLEANING,48838.0,53.05,0,1,7
2015-07-15,CLEANING,53078.0,51.4,0,2,7
2015-07-16,CLEANING,48323.0,50.9,0,3,7
2015-07-17,CLEANING,52295.0,50.88,0,4,7
2015-07-18,CLEANING,68208.0,50.623333333333335,0,5,7
2015-07-19,CLEANING,74611.0,50.36666666666667,0,6,7
2015-07-20,CLEANING,59040.0,50.11,0,0,7
2015-07-21,CLEANING,51922.0,50.59,0,1,7
2015-07-22,CLEANING,48263.0,49.27,0,2,7
2015-07-23,CLEANING,44188.0,48.11,0,3,7
2015-07-24,CLEANING,50148.0,47.98,0,4,7
2015-07-25,CLEANING,64636.0,47.71,0,5,7
2015-07-26,CLEANING,69223.0,47.44,0,6,7
2015-07-27,CLEANING,53515.0,47.17,0,0,7
2015-07-28,CLEANING,48183.0,47.97,0,1,7
2015-07-29,CLEANING,47350.0,48.77,0,2,7
2015-07-30,CLEANING,46798.0,48.53,0,3,7
2015-07-31,CLEANING,57082.0,47.11,0,4,7
2015-08-01,CLEANING,97013.0,46.49,0,5,8
2015-08-02,CLEANING,92450.0,45.87,0,6,8
2015-08-03,CLEANING,79876.0,45.25,0,0,8
2015-08-04,CLEANING,64432.0,45.75,0,1,8
2015-08-05,CLEANING,59582.0,45.13,0,2,8
2015-08-06,CLEANING,50170.0,44.69,0,3,8
2015-08-07,CLEANING,54082.0,43.87,0,4,8
2015-08-08,CLEANING,65274.0,44.22666666666667,0,5,8
2015-08-09,CLEANING,56966.0,44.58333333333333,0,6,8
2015-08-10,CLEANING,64049.0,44.94,1,0,8
2015-08-11,CLEANING,53217.0,43.11,0,1,8
2015-08-12,CLEANING,52148.0,43.22,0,2,8
2015-08-13,CLEANING,46135.0,42.27,0,3,8
2015-08-14,CLEANING,53403.0,42.45,0,4,8
2015-08-15,CLEANING,75837.0,42.27666666666667,0,5,8
2015-08-16,CLEANING,75824.0,42.10333333333333,0,6,8
2015-08-17,CLEANING,59718.0,41.93,0,0,8
2015-08-18,CLEANING,52749.0,42.58,0,1,8
2015-08-19,CLEANING,51157.0,40.75,0,2,8
2015-08-20,CLEANING,48856.0,41.0,0,3,8
2015-08-21,CLEANING,53605.0,40.45,0,4,8
2015-08-22,CLEANING,66729.0,39.70666666666667,0,5,8
2015-08-23,CLEANING,71063.0,38.96333333333333,0,6,8
2015-08-24,CLEANING,57938.0,38.22,0,0,8
2015-08-25,CLEANING,50763.0,39.15,0,1,8
2015-08-26,CLEANING,50034.0,38.5,0,2,8
2015-08-27,CLEANING,45455.0,42.47,0,3,8
2015-08-28,CLEANING,49821.0,45.29,0,4,8
2015-08-29,CLEANING,73833.0,46.593333333333334,0,5,8
2015-08-30,CLEANING,81230.0,47.89666666666667,0,6,8
2015-08-31,CLEANING,67257.0,49.2,0,0,8
2015-09-01,CLEANING,79178.0,45.38,0,1,9
2015-09-02,CLEANING,74327.0,46.3,0,2,9
2015-09-03,CLEANING,62359.0,46.75,0,3,9
2015-09-04,CLEANING,60367.0,46.02,0,4,9
2015-09-05,CLEANING,90574.0,45.995000000000005,0,5,9
2015-09-06,CLEANING,95321.0,45.97,0,6,9
2015-09-07,CLEANING,64939.0,45.945,0,0,9
2015-09-08,CLEANING,57779.0,45.92,0,1,9
2015-09-09,CLEANING,55756.0,44.13,0,2,9
2015-09-10,CLEANING,48627.0,45.85,0,3,9
2015-09-11,CLEANING,50450.0,44.75,0,4,9
2015-09-12,CLEANING,74395.0,44.52333333333333,0,5,9
2015-09-13,CLEANING,78311.0,44.29666666666667,0,6,9
2015-09-14,CLEANING,54337.0,44.07,0,0,9
2015-09-15,CLEANING,54942.0,44.58,0,1,9
2015-09-16,CLEANING,57134.0,47.12,0,2,9
2015-09-17,CLEANING,49995.0,46.93,0,3,9
2015-09-18,CLEANING,51440.0,44.71,0,4,9
2015-09-19,CLEANING,75510.0,45.36333333333334,0,5,9
2015-09-20,CLEANING,78911.0,46.016666666666666,0,6,9
2015-09-21,CLEANING,59174.0,46.67,0,0,9
2015-09-22,CLEANING,51941.0,46.17,0,1,9
2015-09-23,CLEANING,53592.0,44.53,0,2,9
2015-09-24,CLEANING,45040.0,44.94,0,3,9
2015-09-25,CLEANING,50806.0,45.55,0,4,9
2015-09-26,CLEANING,71687.0,45.166666666666664,0,5,9
2015-09-27,CLEANING,78503.0,44.78333333333333,0,6,9
2015-09-28,CLEANING,61341.0,44.4,0,0,9
2015-09-29,CLEANING,51908.0,45.24,0,1,9
2015-09-30,CLEANING,59758.0,45.06,0,2,9
2015-10-01,CLEANING,70217.0,44.75,0,3,10
2015-10-02,CLEANING,69599.0,45.54,0,4,10
2015-10-03,CLEANING,102429.0,45.78666666666667,0,5,10
2015-10-04,CLEANING,101280.0,46.03333333333333,0,6,10
2015-10-05,CLEANING,70280.0,46.28,0,0,10
2015-10-06,CLEANING,58474.0,48.53,0,1,10
2015-10-07,CLEANING,55951.0,47.86,0,2,10
2015-10-08,CLEANING,45741.0,49.46,0,3,10
2015-10-09,CLEANING,67451.0,49.67,1,4,10
2015-10-10,CLEANING,69406.0,48.81,0,5,10
2015-10-11,CLEANING,74461.0,47.95,0,6,10
2015-10-12,CLEANING,57354.0,47.09,0,0,10
2015-10-13,CLEANING,45942.0,46.7,0,1,10
2015-10-14,CLEANING,51163.0,46.63,0,2,10
2015-10-15,CLEANING,46508.0,46.38,0,3,10
2015-10-16,CLEANING,54996.0,47.3,0,4,10
2015-10-17,CLEANING,76842.0,46.836666666666666,0,5,10
2015-10-18,CLEANING,81764.0,46.37333333333333,0,6,10
2015-10-19,CLEANING,57104.0,45.91,0,0,10
2015-10-20,CLEANING,54569.0,45.84,0,1,10
2015-10-21,CLEANING,51146.0,45.22,0,2,10
2015-10-22,CLEANING,42914.0,44.9,0,3,10
2015-10-23,CLEANING,48556.0,43.91,0,4,10
2015-10-24,CLEANING,65826.0,43.669999999999995,0,5,10
2015-10-25,CLEANING,75223.0,43.43,0,6,10
2015-10-26,CLEANING,50289.0,43.19,0,0,10
2015-10-27,CLEANING,44102.0,43.21,0,1,10
2015-10-28,CLEANING,44614.0,45.93,0,2,10
2015-10-29,CLEANING,40420.0,46.02,0,3,10
2015-10-30,CLEANING,49201.0,46.6,0,4,10
2015-10-31,CLEANING,77089.0,46.44,0,5,10
2015-11-01,CLEANING,68178.0,46.28,0,6,11
2015-11-02,CLEANING,63143.0,46.12,1,0,11
2015-11-03,CLEANING,86132.0,47.88,1,1,11
2015-11-04,CLEANING,68565.0,46.32,0,2,11
2015-11-05,CLEANING,57192.0,45.27,0,3,11
2015-11-06,CLEANING,55092.0,44.32,0,4,11
2015-11-07,CLEANING,75591.0,44.17,0,5,11
2015-11-08,CLEANING,84234.0,44.019999999999996,0,6,11
2015-11-09,CLEANING,56414.0,43.87,0,0,11
2015-11-10,CLEANING,49888.0,44.23,0,1,11
2015-11-11,CLEANING,48881.0,42.95,0,2,11
2015-11-12,CLEANING,38786.0,41.74,0,3,11
2015-11-13,CLEANING,47316.0,40.69,0,4,11
2015-11-14,CLEANING,67026.0,41.019999999999996,0,5,11
2015-11-15,CLEANING,79385.0,41.35,0,6,11
2015-11-16,CLEANING,57561.0,41.68,0,0,11
2015-11-17,CLEANING,47692.0,40.73,0,1,11
2015-11-18,CLEANING,50405.0,40.75,0,2,11
2015-11-19,CLEANING,44333.0,40.55,0,3,11
2015-11-20,CLEANING,51711.0,39.39,0,4,11
2015-11-21,CLEANING,67367.0,39.35,0,5,11
2015-11-22,CLEANING,75165.0,39.31,0,6,11
2015-11-23,CLEANING,53576.0,39.27,0,0,11
2015-11-24,CLEANING,46559.0,40.89,0,1,11
2015-11-25,CLEANING,46969.0,41.22,0,2,11
2015-11-26,CLEANING,39858.0,40.894999999999996,0,3,11
2015-11-27,CLEANING,48251.0,40.57,0,4,11
2015-11-28,CLEANING,66332.0,40.52333333333333,0,5,11
2015-11-29,CLEANING,81663.0,40.47666666666667,0,6,11
2015-11-30,CLEANING,59949.0,40.43,0,0,11
2015-12-01,CLEANING,72382.0,40.58,0,1,12
2015-12-02,CLEANING,69292.0,39.93,0,2,12
2015-12-03,CLEANING,56543.0,41.08,0,3,12
2015-12-04,CLEANING,57370.0,40.0,0,4,12
2015-12-05,CLEANING,82487.0,39.21333333333333,0,5,12
2015-12-06,CLEANING,92373.0,38.42666666666667,0,6,12
2015-12-07,CLEANING,65434.0,37.64,0,0,12
2015-12-08,CLEANING,55575.0,37.46,0,1,12
2015-12-09,CLEANING,54809.0,37.16,0,2,12
2015-12-10,CLEANING,48345.0,36.76,0,3,12
2015-12-11,CLEANING,51513.0,35.65,0,4,12
2015-12-12,CLEANING,71463.0,35.87,0,5,12
2015-12-13,CLEANING,80153.0,36.09,0,6,12
2015-12-14,CLEANING,56191.0,36.31,0,0,12
2015-12-15,CLEANING,55944.0,37.32,0,1,12
2015-12-16,CLEANING,59444.0,35.55,0,2,12
2015-12-17,CLEANING,55935.0,34.98,0,3,12
2015-12-18,CLEANING,56944.0,34.72,0,4,12
2015-12-19,CLEANING,85557.0,34.663333333333334,0,5,12
2015-12-20,CLEANING,94429.0,34.60666666666666,0,6,12
2015-12-21,CLEANING,76706.0,34.55,0,0,12
2015-12-22,CLEANING,88714.0,36.12,0,1,12
2015-12-23,CLEANING,82255.0,36.76,0,2,12
2015-12-24,CLEANING,77408.0,37.62,0,3,12
2015-12-26,CLEANING,82466.0,36.989999999999995,0,5,12
2015-12-27,CLEANING,74554.0,36.675,0,6,12
2015-12-28,CLEANING,68327.0,36.36,0,0,12
2015-12-29,CLEANING,72101.0,37.88,0,1,12
2015-12-30,CLEANING,79919.0,36.59,0,2,12
2015-12-31,CLEANING,69453.0,37.13,0,3,12
2016-01-01,CLEANING,734.0,37.050000000000004,1,4,1
2016-01-02,CLEANING,93377.0,36.97,0,5,1
2016-01-03,CLEANING,103544.0,36.89,0,6,1
2016-01-04,CLEANING,83979.0,36.81,0,0,1
2016-01-05,CLEANING,72688.0,35.97,0,1,1
2016-01-06,CLEANING,67105.0,33.97,0,2,1
2016-01-07,CLEANING,56219.0,33.29,0,3,1
2016-01-08,CLEANING,56947.0,33.2,0,4,1
2016-01-09,CLEANING,83186.0,32.60666666666667,0,5,1
2016-01-10,CLEANING,85966.0,32.013333333333335,0,6,1
2016-01-11,CLEANING,56808.0,31.42,0,0,1
2016-01-12,CLEANING,51372.0,30.42,0,1,1
2016-01-13,CLEANING,49034.0,30.42,0,2,1
2016-01-14,CLEANING,46046.0,31.22,0,3,1
2016-01-15,CLEANING,53181.0,29.45,0,4,1
2016-01-16,CLEANING,78987.0,29.205,0,5,1
2016-01-17,CLEANING,83023.0,28.96,0,6,1
2016-01-18,CLEANING,57898.0,28.715,0,0,1
2016-01-19,CLEANING,50055.0,28.47,0,1,1
2016-01-20,CLEANING,56389.0,26.68,0,2,1
2016-01-21,CLEANING,46948.0,29.55,0,3,1
2016-01-22,CLEANING,53383.0,32.07,0,4,1
2016-01-23,CLEANING,74931.0,31.483333333333334,0,5,1
2016-01-24,CLEANING,76949.0,30.896666666666665,0,6,1
2016-01-25,CLEANING,53385.0,30.31,0,0,1
2016-01-26,CLEANING,49320.0,29.54,0,1,1
2016-01-27,CLEANING,49442.0,32.32,0,2,1
2016-01-28,CLEANING,45338.0,33.21,0,3,1
2016-01-29,CLEANING,53658.0,33.66,0,4,1
2016-01-30,CLEANING,85311.0,32.98,0,5,1
2016-01-31,CLEANING,94331.0,32.3,0,6,1
2016-02-01,CLEANING,79530.0,31.62,0,0,2
2016-02-02,CLEANING,70322.0,29.9,0,1,2
2016-02-03,CLEANING,67153.0,32.29,0,2,2
2016-02-04,CLEANING,61809.0,31.63,0,3,2
2016-02-05,CLEANING,66307.0,30.86,0,4,2
2016-02-06,CLEANING,85778.0,30.476666666666667,0,5,2
2016-02-07,CLEANING,60619.0,30.093333333333334,0,6,2
2016-02-08,CLEANING,51913.0,29.71,1,0,2
2016-02-09,CLEANING,58834.0,27.96,1,1,2
2016-02-10,CLEANING,61942.0,27.54,0,2,2
2016-02-11,CLEANING,53753.0,26.19,0,3,2
2016-02-12,CLEANING,53855.0,29.32,0,4,2
2016-02-13,CLEANING,64395.0,29.2525,0,5,2
2016-02-14,CLEANING,68459.0,29.185000000000002,0,6,2
2016-02-15,CLEANING,59576.0,29.1175,0,0,2
2016-02-16,CLEANING,57548.0,29.05,0,1,2
2016-02-17,CLEANING,54296.0,30.68,0,2,2
2016-02-18,CLEANING,44868.0,30.77,0,3,2
2016-02-19,CLEANING,49933.0,29.59,0,4,2
2016-02-20,CLEANING,68680.0,30.183333333333334,0,5,2
2016-02-21,CLEANING,72947.0,30.776666666666667,0,6,2
2016-02-22,CLEANING,54051.0,31.37,0,0,2
2016-02-23,CLEANING,49708.0,31.84,0,1,2
2016-02-24,CLEANING,48756.0,30.35,0,2,2
2016-02-25,CLEANING,43262.0,31.4,0,3,2
2016-02-26,CLEANING,47050.0,31.65,0,4,2
2016-02-27,CLEANING,71249.0,32.013333333333335,0,5,2
2016-02-28,CLEANING,74400.0,32.376666666666665,0,6,2
2016-02-29,CLEANING,58014.0,32.74,0,0,2
2016-03-01,CLEANING,77991.0,34.39,0,1,3
2016-03-02,CLEANING,72681.0,34.57,0,2,3
2016-03-03,CLEANING,57650.0,34.56,0,3,3
2016-03-04,CLEANING,59212.0,35.91,0,4,3
2016-03-05,CLEANING,83237.0,36.57333333333333,0,5,3
2016-03-06,CLEANING,84223.0,37.236666666666665,0,6,3
2016-03-07,CLEANING,58665.0,37.9,0,0,3
2016-03-08,CLEANING,49677.0,36.67,0,1,3
2016-03-09,CLEANING,50717.0,37.62,0,2,3
2016-03-10,CLEANING,44327.0,37.77,0,3,3
2016-03-11,CLEANING,47857.0,38.51,0,4,3
2016-03-12,CLEANING,67196.0,38.07333333333333,0,5,3
2016-03-13,CLEANING,68686.0,37.63666666666667,0,6,3
2016-03-14,CLEANING,51191.0,37.2,0,0,3
2016-03-15,CLEANING,50816.0,36.32,0,1,3
2016-03-16,CLEANING,53659.0,38.43,0,2,3
2016-03-17,CLEANING,45367.0,40.17,0,3,3
2016-03-18,CLEANING,49327.0,39.47,0,4,3
2016-03-19,CLEANING,68480.0,39.61666666666667,0,5,3
2016-03-20,CLEANING,68872.0,39.76333333333333,0,6,3
